,Date (Year/Month), PRIMARY DESCRIPTION,LATITUDE,LONGITUDE
183310,2019-08,THEFT,41.896894149,-87.675857298
183328,2019-08,CRIMINAL DAMAGE,41.896942904,-87.666229719
183335,2019-08,DECEPTIVE PRACTICE,41.896943556,-87.62420630700001
183340,2019-08,CRIMINAL DAMAGE,41.896946429,-87.665891761
183357,2019-08,DECEPTIVE PRACTICE,41.896970376999995,-87.63125092700001
183359,2019-08,DECEPTIVE PRACTICE,41.896970376999995,-87.63125092700001
183379,2019-08,CRIMINAL DAMAGE,41.897012187,-87.67586343299999
183404,2019-08,THEFT,41.897032061,-87.664102089
183424,2019-08,ASSAULT,41.897055941,-87.770337919
183425,2019-08,BATTERY,41.897055941,-87.770337919
183430,2019-08,BATTERY,41.897059419,-87.76547107100001
183436,2019-08,HOMICIDE,41.897074192,-87.732773279
183438,2019-08,THEFT,41.897076744,-87.73273652399999
183441,2019-08,BATTERY,41.897076744,-87.73273652399999
183449,2019-08,BATTERY,41.89709154,-87.76364527
183486,2019-08,THEFT,41.897131302,-87.766689895
183509,2019-08,THEFT,41.897156166,-87.72904434200001
183517,2019-08,BURGLARY,41.89716712,-87.674646058
183519,2019-08,THEFT,41.897168545999996,-87.628211131
183525,2019-08,INTIMIDATION,41.897178210999996,-87.62978677
183534,2019-08,MOTOR VEHICLE THEFT,41.89719624,-87.72675563899999
183536,2019-08,OTHER OFFENSE,41.897198579,-87.763647992
183538,2019-08,MOTOR VEHICLE THEFT,41.897201528000004,-87.702274551
183546,2019-08,THEFT,41.897202619,-87.725367156
183563,2019-08,CRIMINAL DAMAGE,41.897212056,-87.724041086
183587,2019-08,NARCOTICS,41.897244981,-87.720430139
183597,2019-08,BATTERY,41.897265691,-87.755658445
183598,2019-08,MOTOR VEHICLE THEFT,41.897265691,-87.755658445
183615,2019-08,THEFT,41.897293095,-87.75076197899999
183624,2019-08,NARCOTICS,41.897312321,-87.713039257
183692,2019-08,THEFT,41.89740217,-87.702331345
183702,2019-08,BATTERY,41.89743097,-87.76791405799999
183718,2019-08,BATTERY,41.897466157,-87.766701627
183724,2019-08,THEFT,41.897471077,-87.773298459
183781,2019-08,THEFT,41.897526031999995,-87.627883967
183786,2019-08,BATTERY,41.89753369,-87.627343939
183794,2019-08,BATTERY,41.897536706,-87.75443653399999
183829,2019-08,BATTERY,41.897560025,-87.756889953
183832,2019-08,BATTERY,41.897560025,-87.756889953
183854,2019-08,BATTERY,41.897595795,-87.623174299
183861,2019-08,BATTERY,41.897596066999995,-87.62321837299999
183865,2019-08,THEFT,41.897596066999995,-87.62321837299999
183884,2019-08,CRIMINAL DAMAGE,41.897605197,-87.66733577299999
183893,2019-08,BATTERY,41.897616364,-87.762123615
183911,2019-08,NARCOTICS,41.897619622,-87.76167546799999
183919,2019-08,NARCOTICS,41.897620061,-87.76176361799999
183954,2019-08,BATTERY,41.897654247,-87.61932425100001
183956,2019-08,BATTERY,41.897654247,-87.61932425100001
183958,2019-08,CRIMINAL DAMAGE,41.897655833,-87.629807239
183959,2019-08,CRIMINAL DAMAGE,41.89765683,-87.726152565
183971,2019-08,CRIMINAL DAMAGE,41.89766227,-87.75321593
183999,2019-08,BURGLARY,41.897689711999995,-87.696752748
184001,2019-08,CRIMINAL DAMAGE,41.897694011,-87.721266986
184015,2019-08,ASSAULT,41.897712203000005,-87.749531353
184042,2019-08,NARCOTICS,41.897723198,-87.72005091
184044,2019-08,NARCOTICS,41.897723198,-87.72005091
184046,2019-08,THEFT,41.897723343,-87.754442195
184053,2019-08,BATTERY,41.897729336,-87.717608236
184079,2019-08,ARSON,41.897736958,-87.746849759
184081,2019-08,CRIMINAL DAMAGE,41.897737769,-87.74647142200001
184089,2019-08,ASSAULT,41.897748545,-87.717608052
184104,2019-08,NARCOTICS,41.897762321,-87.71150689
184106,2019-08,OFFENSE INVOLVING CHILDREN,41.897765868,-87.75199552
184136,2019-08,THEFT,41.897803067,-87.723712235
184138,2019-08,ASSAULT,41.89780505,-87.72615850700001
184140,2019-08,NARCOTICS,41.897812297,-87.72493529299999
184168,2019-08,CRIMINAL DAMAGE,41.897824532,-87.62822962700001
184176,2019-08,THEFT,41.897837503000005,-87.624097243
184193,2019-08,THEFT,41.897837503000005,-87.624097243
184194,2019-08,ROBBERY,41.897837503000005,-87.624097243
184212,2019-08,WEAPONS VIOLATION,41.897840724,-87.726158169
184234,2019-08,ASSAULT,41.897854934,-87.72005332200001
184257,2019-08,WEAPONS VIOLATION,41.897869923,-87.724934746
184277,2019-08,BATTERY,41.897887668,-87.628232605
184279,2019-08,ASSAULT,41.897887668,-87.628232605
184294,2019-08,THEFT,41.897895128,-87.624096605
184298,2019-08,THEFT,41.897895128,-87.624096605
184302,2019-08,THEFT,41.897895128,-87.624096605
184310,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184317,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184328,2019-08,THEFT,41.897895128,-87.624096605
184339,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184368,2019-08,BATTERY,41.897895128,-87.624096605
184392,2019-08,THEFT,41.897895128,-87.624096605
184393,2019-08,THEFT,41.897895128,-87.624096605
184415,2019-08,THEFT,41.897895128,-87.624096605
184429,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184442,2019-08,CRIMINAL TRESPASS,41.897895128,-87.624096605
184443,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184463,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184480,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184484,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184516,2019-08,THEFT,41.897895128,-87.624096605
184520,2019-08,DECEPTIVE PRACTICE,41.897895128,-87.624096605
184521,2019-08,THEFT,41.897895128,-87.624096605
184564,2019-08,THEFT,41.897895128,-87.624096605
184567,2019-08,CRIM SEXUAL ASSAULT,41.897903418,-87.71273234200001
184604,2019-08,OFFENSE INVOLVING CHILDREN,41.897920066,-87.73711065
184605,2019-08,CRIMINAL DAMAGE,41.897920333,-87.737162072
184619,2019-08,CRIMINAL DAMAGE,41.897935075999996,-87.65803570000001
184650,2019-08,MOTOR VEHICLE THEFT,41.897956924,-87.66317048100001
184652,2019-08,BATTERY,41.89795832,-87.71273548299999
184658,2019-08,BATTERY,41.897958998,-87.734572163
184662,2019-08,BURGLARY,41.897959218000004,-87.66309332200001
184683,2019-08,CRIMINAL DAMAGE,41.897966193,-87.631644061
184686,2019-08,THEFT,41.897966193,-87.631644061
184691,2019-08,THEFT,41.897966193,-87.631644061
184692,2019-08,CRIMINAL DAMAGE,41.897966193,-87.631644061
184693,2019-08,THEFT,41.897966193,-87.631644061
184705,2019-08,THEFT,41.897967942,-87.7655071
184706,2019-08,BATTERY,41.897967942,-87.7655071
184721,2019-08,THEFT,41.897980396,-87.630376682
184735,2019-08,THEFT,41.897982936999995,-87.624095634
184750,2019-08,BATTERY,41.897983927,-87.720055761
184754,2019-08,THEFT,41.897986324,-87.76367772200001
184755,2019-08,WEAPONS VIOLATION,41.897988209,-87.72862510799999
184761,2019-08,THEFT,41.897995943000005,-87.66092579999999
184773,2019-08,NARCOTICS,41.897998916,-87.72493719399999
184799,2019-08,BATTERY,41.898001791999995,-87.73225769700001
184805,2019-08,BATTERY,41.898003488,-87.62877127899999
184862,2019-08,THEFT,41.898032309,-87.718839495
184882,2019-08,THEFT,41.89804054,-87.62409132299999
184900,2019-08,THEFT,41.89804054,-87.62409132299999
184902,2019-08,THEFT,41.89804054,-87.62409132299999
184911,2019-08,DECEPTIVE PRACTICE,41.898045845,-87.69961791799999
184924,2019-08,THEFT,41.898048855,-87.68200894799999
184928,2019-08,DECEPTIVE PRACTICE,41.898056654,-87.67711259999999
184973,2019-08,BATTERY,41.898096233000004,-87.72985826
184989,2019-08,BATTERY,41.89810642,-87.718842458
185006,2019-08,ROBBERY,41.898119097,-87.717622858
185022,2019-08,THEFT,41.898139634,-87.686904302
185023,2019-08,WEAPONS VIOLATION,41.898141396999996,-87.721281079
185025,2019-08,BATTERY,41.898141396999996,-87.721281079
185026,2019-08,NARCOTICS,41.898141396999996,-87.721281079
185030,2019-08,CRIMINAL DAMAGE,41.898144837,-87.71884208899999
185046,2019-08,DECEPTIVE PRACTICE,41.898160974,-87.63749688600001
185057,2019-08,CRIMINAL TRESPASS,41.898175531,-87.63627725100001
185058,2019-08,DECEPTIVE PRACTICE,41.898175559,-87.62019264700001
185061,2019-08,BATTERY,41.898176573,-87.727396506
185065,2019-08,DECEPTIVE PRACTICE,41.898178604,-87.628240424
185080,2019-08,ASSAULT,41.898194716,-87.691833085
185113,2019-08,BATTERY,41.898247169,-87.618028379
185130,2019-08,BURGLARY,41.89827066,-87.71518611299999
185145,2019-08,BATTERY,41.898317476,-87.705102899
185152,2019-08,MOTOR VEHICLE THEFT,41.898319838,-87.705033087
185160,2019-08,BATTERY,41.898326955,-87.627820055
185173,2019-08,DECEPTIVE PRACTICE,41.898333269,-87.62750777
185174,2019-08,BATTERY,41.898333269,-87.62750777
185180,2019-08,THEFT,41.898333269,-87.62750777
185186,2019-08,ASSAULT,41.898347060999996,-87.64195405
185189,2019-08,NARCOTICS,41.898347216,-87.64197976
185195,2019-08,DECEPTIVE PRACTICE,41.898349868000004,-87.626637054
185202,2019-08,CRIMINAL DAMAGE,41.898364815,-87.699236431
185212,2019-08,SEX OFFENSE,41.898371341,-87.62522266100001
185238,2019-08,ROBBERY,41.898376583,-87.62473775
185242,2019-08,DECEPTIVE PRACTICE,41.898382037,-87.773272134
185258,2019-08,BURGLARY,41.898407446,-87.695537156
185260,2019-08,THEFT,41.898407943,-87.69316062799999
185274,2019-08,BATTERY,41.898412957,-87.698016472
185292,2019-08,OTHER OFFENSE,41.898427551,-87.62144238299999
185324,2019-08,DECEPTIVE PRACTICE,41.898441399999996,-87.712752845
185349,2019-08,WEAPONS VIOLATION,41.898473242,-87.76724737
185352,2019-08,BATTERY,41.898475258000005,-87.641824107
185365,2019-08,THEFT,41.898499723,-87.637243435
185378,2019-08,BATTERY,41.898511582,-87.71763378
185379,2019-08,CRIMINAL DAMAGE,41.898516209,-87.637246929
185382,2019-08,LIQUOR LAW VIOLATION,41.898516209,-87.637246929
185398,2019-08,BURGLARY,41.898520245,-87.67468357700001
185440,2019-08,BURGLARY,41.898577891,-87.674686658
185450,2019-08,THEFT,41.898582838,-87.75618652799999
185454,2019-08,THEFT,41.898583715,-87.68051221399999
185456,2019-08,THEFT,41.898584622,-87.755995508
185480,2019-08,THEFT,41.898601278,-87.628250467
185498,2019-08,BATTERY,41.898630668,-87.624110505
185500,2019-08,BURGLARY,41.898631911,-87.677892765
185502,2019-08,BATTERY,41.898640481,-87.70245138799999
185507,2019-08,BATTERY,41.898642868,-87.749603686
185521,2019-08,BATTERY,41.898648561,-87.749104084
185527,2019-08,BATTERY,41.898656945,-87.70245122600001
185533,2019-08,CRIMINAL DAMAGE,41.898663056,-87.74710208
185534,2019-08,CRIMINAL DAMAGE,41.898663249,-87.746602528
185540,2019-08,BATTERY,41.898664262,-87.74680087
185549,2019-08,THEFT,41.898679973,-87.706656765
185557,2019-08,THEFT,41.898680349,-87.64398538200001
185566,2019-08,CRIMINAL DAMAGE,41.898688787,-87.620201629
185581,2019-08,THEFT,41.898697342,-87.628253084
185582,2019-08,CRIMINAL TRESPASS,41.898697342,-87.628253084
185590,2019-08,THEFT,41.898707944,-87.644010797
185591,2019-08,THEFT,41.898707944,-87.644010797
185593,2019-08,DECEPTIVE PRACTICE,41.898711539000004,-87.62654491100001
185616,2019-08,THEFT,41.89875558,-87.62656646399999
185623,2019-08,THEFT,41.898767916,-87.62411633299999
185632,2019-08,THEFT,41.898767916,-87.62411633299999
185635,2019-08,BATTERY,41.898767916,-87.62411633299999
185638,2019-08,DECEPTIVE PRACTICE,41.898767916,-87.62411633299999
185644,2019-08,BATTERY,41.898767916,-87.62411633299999
185651,2019-08,BATTERY,41.898767916,-87.62411633299999
185652,2019-08,DECEPTIVE PRACTICE,41.898767916,-87.62411633299999
185674,2019-08,CRIMINAL TRESPASS,41.898792811999996,-87.740305534
185686,2019-08,BATTERY,41.898810884,-87.65857009999999
185688,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.898812279,-87.69431363700001
185729,2019-08,BURGLARY,41.898864524000004,-87.663513616
185753,2019-08,BATTERY,41.898890167,-87.765539335
185760,2019-08,DECEPTIVE PRACTICE,41.898892343,-87.661698781
185762,2019-08,THEFT,41.898894851,-87.66165835
185763,2019-08,THEFT,41.898894851,-87.66165835
185793,2019-08,MOTOR VEHICLE THEFT,41.898922811,-87.732058055
185806,2019-08,THEFT,41.898931337,-87.644195726
185818,2019-08,CRIMINAL DAMAGE,41.898938328,-87.769186373
185820,2019-08,CRIMINAL DAMAGE,41.898938328,-87.769186373
185830,2019-08,BATTERY,41.898956026,-87.76553875100001
185844,2019-08,DECEPTIVE PRACTICE,41.898992594,-87.67713974899999
185867,2019-08,ROBBERY,41.899028769000005,-87.725599611
185871,2019-08,THEFT,41.899030851999996,-87.72547470299999
185873,2019-08,THEFT,41.899030851999996,-87.72547470299999
185891,2019-08,THEFT,41.899048297,-87.72307227799999
185900,2019-08,NARCOTICS,41.899050161999995,-87.72290696700001
185904,2019-08,NARCOTICS,41.89905026,-87.722925332
185905,2019-08,BATTERY,41.89905026,-87.722925332
185909,2019-08,CRIM SEXUAL ASSAULT,41.899051718,-87.75447427600001
185914,2019-08,THEFT,41.899054311,-87.722139232
185915,2019-08,BATTERY,41.899054546,-87.722183308
185969,2019-08,BATTERY,41.899085036,-87.765544955
186013,2019-08,BATTERY,41.899101884000004,-87.71717630799999
186022,2019-08,CRIMINAL DAMAGE,41.899113535,-87.71576936700001
186027,2019-08,CRIMINAL DAMAGE,41.899119229,-87.662486137
186035,2019-08,BATTERY,41.899124965,-87.76919207700001
186041,2019-08,BURGLARY,41.899132463,-87.628949874
186043,2019-08,PUBLIC PEACE VIOLATION,41.899135404,-87.752027177
186049,2019-08,DECEPTIVE PRACTICE,41.899136171,-87.62865965200001
186068,2019-08,BATTERY,41.899145290999996,-87.62791022299999
186070,2019-08,ASSAULT,41.899145290999996,-87.62791022299999
186079,2019-08,OTHER OFFENSE,41.899145290999996,-87.62791022299999
186087,2019-08,BATTERY,41.899151085999996,-87.627513456
186091,2019-08,DECEPTIVE PRACTICE,41.899151085999996,-87.627513456
186102,2019-08,THEFT,41.899159148,-87.643745149
186112,2019-08,THEFT,41.899170248000004,-87.626613316
186116,2019-08,CRIM SEXUAL ASSAULT,41.899170248000004,-87.626613316
186126,2019-08,BATTERY,41.899172336,-87.62650677100001
186144,2019-08,ASSAULT,41.899187932,-87.707210123
186146,2019-08,THEFT,41.899189017,-87.625650736
186163,2019-08,BATTERY,41.899197743,-87.77284626299999
186173,2019-08,CRIMINAL DAMAGE,41.899206449,-87.70557537399999
186179,2019-08,SEX OFFENSE,41.899207667,-87.705296199
186195,2019-08,PUBLIC PEACE VIOLATION,41.89920884,-87.755703376
186212,2019-08,WEAPONS VIOLATION,41.899216397,-87.641856516
186232,2019-08,BATTERY,41.899235024,-87.622436193
186240,2019-08,CRIMINAL DAMAGE,41.899237493,-87.74835305799999
186256,2019-08,THEFT,41.899250923000004,-87.62145895
186273,2019-08,BATTERY,41.899255827,-87.774065256
186279,2019-08,OFFENSE INVOLVING CHILDREN,41.899258026999995,-87.620834429
186293,2019-08,DECEPTIVE PRACTICE,41.899275447,-87.61966249
186329,2019-08,BATTERY,41.899302158000005,-87.75570620799999
186333,2019-08,ASSAULT,41.899308857,-87.769197805
186334,2019-08,DECEPTIVE PRACTICE,41.899310288,-87.772852625
186335,2019-08,CRIMINAL DAMAGE,41.899313829,-87.75693662399999
186339,2019-08,CRIMINAL DAMAGE,41.899322112,-87.69272908100001
186359,2019-08,OTHER OFFENSE,41.899334399000004,-87.754479069
186361,2019-08,ASSAULT,41.899338263000004,-87.642042534
186366,2019-08,BATTERY,41.899338285,-87.642046207
186367,2019-08,OTHER OFFENSE,41.899339208,-87.75816691799999
186370,2019-08,CRIMINAL DAMAGE,41.899341194,-87.690741692
186378,2019-08,THEFT,41.899343535999996,-87.76676584100001
186385,2019-08,CRIMINAL DAMAGE,41.899352246999996,-87.756936279
186388,2019-08,THEFT,41.899365236,-87.68817756
186392,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.899366905,-87.626908676
186460,2019-08,CRIMINAL TRESPASS,41.899410159,-87.624131266
186471,2019-08,DECEPTIVE PRACTICE,41.899410159,-87.624131266
186559,2019-08,MOTOR VEHICLE THEFT,41.899414165,-87.656627975
186561,2019-08,STALKING,41.899421341,-87.764186563
186562,2019-08,STALKING,41.899421341,-87.764186563
186571,2019-08,DECEPTIVE PRACTICE,41.899430629,-87.656627801
186573,2019-08,MOTOR VEHICLE THEFT,41.899430629,-87.656627801
186574,2019-08,DECEPTIVE PRACTICE,41.899430629,-87.656627801
186576,2019-08,MOTOR VEHICLE THEFT,41.899430629,-87.656627801
186578,2019-08,NARCOTICS,41.899431149,-87.711567837
186583,2019-08,THEFT,41.899439903,-87.762397547
186595,2019-08,DECEPTIVE PRACTICE,41.89944717,-87.761651822
186629,2019-08,THEFT,41.899495767,-87.726208608
186630,2019-08,CRIMINAL DAMAGE,41.899497505999996,-87.709635088
186637,2019-08,BATTERY,41.899502960999996,-87.629849409
186643,2019-08,BATTERY,41.899513068000005,-87.759458328
186661,2019-08,BATTERY,41.899527213,-87.755711526
186671,2019-08,THEFT,41.899537224,-87.62827690299999
186702,2019-08,BATTERY,41.899552895,-87.624137033
186707,2019-08,NARCOTICS,41.899554595,-87.717671513
186718,2019-08,BATTERY,41.899558362,-87.718887309
186725,2019-08,CRIMINAL DAMAGE,41.89955916,-87.749547589
186731,2019-08,BATTERY,41.899561661,-87.749499815
186733,2019-08,THEFT,41.899561771,-87.71645193799999
186743,2019-08,MOTOR VEHICLE THEFT,41.899564734,-87.67641394299999
186774,2019-08,CRIMINAL DAMAGE,41.899574969,-87.712789621
186782,2019-08,BATTERY,41.899582877,-87.74720019
186788,2019-08,BATTERY,41.899584211,-87.641870914
186791,2019-08,BATTERY,41.899584853,-87.74704957
186795,2019-08,MOTOR VEHICLE THEFT,41.899587355,-87.700476901
186811,2019-08,CRIMINAL DAMAGE,41.899591434,-87.712789462
186845,2019-08,CRIMINAL DAMAGE,41.899621011,-87.724984242
186857,2019-08,BATTERY,41.899624363,-87.712789143
186860,2019-08,BATTERY,41.899624363,-87.712789143
186867,2019-08,NARCOTICS,41.899638269,-87.72254873700001
186872,2019-08,THEFT,41.8996416,-87.61896785
186937,2019-08,NARCOTICS,41.89968593,-87.723771464
186941,2019-08,CRIMINAL TRESPASS,41.899693629,-87.729905664
186945,2019-08,WEAPONS VIOLATION,41.899695895,-87.72254818799999
186946,2019-08,NARCOTICS,41.899695895,-87.72254818799999
186956,2019-08,DECEPTIVE PRACTICE,41.899701628,-87.66778048799999
186971,2019-08,BATTERY,41.899703415,-87.71523474
186972,2019-08,BATTERY,41.899705352,-87.76556884600001
186983,2019-08,CRIMINAL DAMAGE,41.89971863,-87.63280765
187002,2019-08,THEFT,41.899733538,-87.72498684700001
187008,2019-08,THEFT,41.899734046999995,-87.624142375
187011,2019-08,THEFT,41.899734046999995,-87.624142375
187037,2019-08,NARCOTICS,41.899744192,-87.643375206
187041,2019-08,BATTERY,41.899745,-87.718892866
187047,2019-08,NARCOTICS,41.899745,-87.718892866
187050,2019-08,NARCOTICS,41.899750003,-87.724986691
187055,2019-08,BATTERY,41.899753375,-87.71279524
187068,2019-08,BURGLARY,41.89976004,-87.72377443299999
187096,2019-08,ARSON,41.899773974,-87.76557191100001
187099,2019-08,CRIMINAL DAMAGE,41.899776671,-87.66087773299999
187101,2019-08,BATTERY,41.899776906,-87.717676724
187160,2019-08,NARCOTICS,41.899807648,-87.72498981700001
187179,2019-08,NARCOTICS,41.899807648,-87.72498981700001
187191,2019-08,BATTERY,41.899808182,-87.624148901
187192,2019-08,ASSAULT,41.899809165,-87.720115434
187208,2019-08,NARCOTICS,41.899812599,-87.717680054
187212,2019-08,THEFT,41.899819364,-87.686949806
187215,2019-08,OTHER OFFENSE,41.899819543,-87.691875595
187219,2019-08,NARCOTICS,41.899826857,-87.724989635
187222,2019-08,INTIMIDATION,41.899828393,-87.72011892399999
187224,2019-08,THEFT,41.89983,-87.732361769
187227,2019-08,CRIMINAL DAMAGE,41.899831808,-87.71767987
187232,2019-08,BATTERY,41.89983415,-87.723777401
187247,2019-08,CRIMINAL DAMAGE,41.899838476999996,-87.73188417
187251,2019-08,OTHER OFFENSE,41.899838476999996,-87.73188417
187266,2019-08,BATTERY,41.899851016,-87.717679685
187268,2019-08,BATTERY,41.899851016,-87.717679685
187277,2019-08,THEFT,41.899857548,-87.718899134
187283,2019-08,BATTERY,41.899868518000005,-87.65735782200001
187286,2019-08,THEFT,41.899872566999996,-87.723777036
187289,2019-08,NARCOTICS,41.899872566999996,-87.723777036
187296,2019-08,DECEPTIVE PRACTICE,41.899877095,-87.68941028399999
187325,2019-08,CRIMINAL DAMAGE,41.899899016999996,-87.722557272
187328,2019-08,NARCOTICS,41.899900967,-87.724992604
187333,2019-08,NARCOTICS,41.899911004,-87.72378034299999
187339,2019-08,BATTERY,41.899915838000005,-87.71646322299999
187356,2019-08,CRIMINAL DAMAGE,41.899923965999996,-87.629139529
187362,2019-08,THEFT,41.899927921999996,-87.62888970700001
187366,2019-08,CRIMINAL DAMAGE,41.899930418000004,-87.62884927399999
187396,2019-08,ROBBERY,41.899945921,-87.627798561
187418,2019-08,NARCOTICS,41.899955849,-87.724992084
187421,2019-08,CRIMINAL DAMAGE,41.899956643,-87.722556723
187422,2019-08,THEFT,41.899956643,-87.722556723
187439,2019-08,NARCOTICS,41.899975058,-87.72499190100001
187459,2019-08,THEFT,41.899989717,-87.625105604
187461,2019-08,THEFT,41.899989717,-87.625105604
187479,2019-08,WEAPONS VIOLATION,41.899999236999996,-87.717685608
187486,2019-08,BATTERY,41.900001579,-87.723783155
187491,2019-08,ASSAULT,41.900010750999996,-87.724995236
187493,2019-08,NARCOTICS,41.900010750999996,-87.724995236
187505,2019-08,OTHER OFFENSE,41.900017769,-87.623426629
187518,2019-08,BATTERY,41.900020788,-87.72378297200001
187520,2019-08,THEFT,41.90002373,-87.62305924
187521,2019-08,ASSAULT,41.90002373,-87.62305924
187545,2019-08,NARCOTICS,41.90002996,-87.72499505299999
187546,2019-08,NARCOTICS,41.90002996,-87.72499505299999
187559,2019-08,ASSAULT,41.900039997,-87.72378279
187562,2019-08,BATTERY,41.900044194,-87.66251318799999
187564,2019-08,CRIMINAL TRESPASS,41.900045092,-87.637303789
187567,2019-08,OTHER OFFENSE,41.900050704,-87.72012414299999
187570,2019-08,BATTERY,41.900052344,-87.621475761
187605,2019-08,ROBBERY,41.900112384,-87.715249162
187617,2019-08,CRIMINAL DAMAGE,41.900124926,-87.707935618
187628,2019-08,THEFT,41.900130296,-87.667405039
187660,2019-08,THEFT,41.900181244,-87.62724131200001
187665,2019-08,OTHER OFFENSE,41.90018782,-87.77441342899999
187699,2019-08,THEFT,41.900213697,-87.69514083799999
187700,2019-08,OTHER OFFENSE,41.900213697,-87.69514083799999
187713,2019-08,BATTERY,41.900231141,-87.692852232
187729,2019-08,BATTERY,41.900260019,-87.690163126
187742,2019-08,WEAPONS VIOLATION,41.900278741,-87.768318707
187772,2019-08,THEFT,41.900315125,-87.685321229
187783,2019-08,NARCOTICS,41.900348864,-87.76252168799999
187785,2019-08,BATTERY,41.900351298000004,-87.762459221
187802,2019-08,THEFT,41.900363305,-87.682679673
187807,2019-08,CRIMINAL TRESPASS,41.900372191,-87.66181918299999
187815,2019-08,THEFT,41.90039415,-87.680861099
187831,2019-08,THEFT,41.900424795999996,-87.642467932
187846,2019-08,BATTERY,41.900431845,-87.70936886700001
187847,2019-08,CRIMINAL DAMAGE,41.900431845,-87.70936886700001
187856,2019-08,HOMICIDE,41.900441318,-87.753587489
187859,2019-08,THEFT,41.900449188,-87.71155428799999
187866,2019-08,BATTERY,41.900449823,-87.752555225
187868,2019-08,OTHER OFFENSE,41.900451769,-87.75239725700001
187904,2019-08,MOTOR VEHICLE THEFT,41.900502845,-87.699285071
187906,2019-08,ASSAULT,41.900504655,-87.74714400799999
187917,2019-08,ASSAULT,41.900505589,-87.69928504399999
187923,2019-08,ASSAULT,41.900505589,-87.69928504399999
187934,2019-08,THEFT,41.900505589,-87.69928504399999
187950,2019-08,ASSAULT,41.900505589,-87.69928504399999
187956,2019-08,CRIMINAL TRESPASS,41.900507592,-87.74664441700001
187959,2019-08,CRIMINAL DAMAGE,41.900507705,-87.746666455
187961,2019-08,CRIMINAL DAMAGE,41.900507705,-87.746666455
187980,2019-08,ASSAULT,41.900546929,-87.63363242700001
187983,2019-08,DECEPTIVE PRACTICE,41.900546929,-87.63363242700001
187996,2019-08,WEAPONS VIOLATION,41.900547979,-87.765598114
188036,2019-08,THEFT,41.900627007,-87.662220573
188045,2019-08,MOTOR VEHICLE THEFT,41.900639352,-87.73917912
188067,2019-08,BATTERY,41.900666632,-87.619639652
188077,2019-08,ASSAULT,41.900669528,-87.73705936100001
188089,2019-08,BATTERY,41.900675948,-87.73671034
188104,2019-08,BATTERY,41.900705077,-87.73492485700001
188125,2019-08,BATTERY,41.900742074,-87.770463492
188128,2019-08,ASSAULT,41.900743703,-87.6281167
188131,2019-08,THEFT,41.900743703,-87.6281167
188144,2019-08,BATTERY,41.900757823,-87.682080598
188172,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.900774108,-87.67963403
188176,2019-08,CRIMINAL DAMAGE,41.900775244,-87.62655153899999
188185,2019-08,THEFT,41.900779103000005,-87.774110737
188200,2019-08,THEFT,41.900798508,-87.624982795
188209,2019-08,BATTERY,41.900816394,-87.640054042
188218,2019-08,ASSAULT,41.900836308,-87.77289805299999
188219,2019-08,ROBBERY,41.900839535,-87.72655586100001
188232,2019-08,NARCOTICS,41.900851338,-87.725674161
188233,2019-08,NARCOTICS,41.90085313,-87.72549415299999
188238,2019-08,NARCOTICS,41.900853790999996,-87.725619039
188242,2019-08,WEAPONS VIOLATION,41.900855019,-87.725332511
188243,2019-08,OTHER OFFENSE,41.900855065,-87.771682031
188248,2019-08,NARCOTICS,41.900855485,-87.725420665
188249,2019-08,NARCOTICS,41.900855485,-87.725420665
188250,2019-08,NARCOTICS,41.900855485,-87.725420665
188266,2019-08,NARCOTICS,41.90086185,-87.72455003600001
188269,2019-08,NARCOTICS,41.900863211,-87.72428922
188271,2019-08,NARCOTICS,41.900863211,-87.72428922
188305,2019-08,THEFT,41.900870422,-87.624184899
188309,2019-08,BATTERY,41.900870422,-87.624184899
188310,2019-08,THEFT,41.900870422,-87.624184899
188320,2019-08,THEFT,41.900870422,-87.624184899
188337,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.900875106,-87.722911625
188352,2019-08,THEFT,41.900883883,-87.721982201
188360,2019-08,WEAPONS VIOLATION,41.900885473,-87.72176546200001
188370,2019-08,BATTERY,41.900885688,-87.721805866
188391,2019-08,ARSON,41.900905171,-87.719285805
188392,2019-08,BATTERY,41.900905171,-87.719285805
188400,2019-08,THEFT,41.900908319,-87.62990010200001
188405,2019-08,CRIMINAL DAMAGE,41.90091387,-87.752066146
188408,2019-08,CRIMINAL DAMAGE,41.900915443,-87.718128621
188409,2019-08,CRIMINAL DAMAGE,41.900915443,-87.718128621
188417,2019-08,BATTERY,41.900915738,-87.71818371799999
188427,2019-08,THEFT,41.900920065,-87.621120835
188464,2019-08,BATTERY,41.900960113000004,-87.62760740600001
